,business_address,review_author,review_date,review_rating,review_content,category_ratings
89,"5932 SE Federal Hwy, Stuart, FL 34997",Janessa Taylor,2022-06-05,5,Hands down the best Starbucks! The staff is so amazing! No master how busy they are they always get my order out right and fast.,
90,"5932 SE Federal Hwy, Stuart, FL 34997",Goat,2023-06-05,1,"Managment needs to get it together, always understaffed and out of what I want. Not enough staff, inside is closed and 20 cars deep in the drive through. I give up on this store!!!",
91,"5932 SE Federal Hwy, Stuart, FL 34997",William Roger Cummings,2018-06-06,5,"Great spot with friendly, young, helpful staff. I visit Starbucks around the world, and this is a top notch example. Very professional in a laid back Florida setting. Five stars.",
92,"5932 SE Federal Hwy, Stuart, FL 34997",Adam Roman,2019-06-06,5,"My first time to visit this location for my favorite coffee , pikes roast. A beautiful new Starbucks facility. The folks were very nice with special assistance for my elderly mother.",
93,"5932 SE Federal Hwy, Stuart, FL 34997",Jon LoCascio,2019-06-06,5,Have to tell you that I was pleasantly surprised when I went to Starbucks and so their breakfast menu. Breakfast sandwiches are out standing. The best anywhere around. And a nice strawberry lemonade to go with it I was in heaven.,
94,"5932 SE Federal Hwy, Stuart, FL 34997",Diane Caulfield,2018-06-06,5,"Always friendly and helpful, a clean store , they remember you!
If it's not perfect they happily make sure it is, the best Starbucks I have ever visited!",
95,"5932 SE Federal Hwy, Stuart, FL 34997",Shane Mele,2018-06-06,4,"Regardless of the impeccable service, pristine bathrooms and superlative product (and really, kudos kids!), this will always be the place that let my most important piece of luggage get stolen right after they called an ambulance for me and INSISTED on holding it for me ""until I was better,"" and then repaid be with 100 dollars CREDITED TO MY STARBUCKS CARD.  But really, cheers guys.",
96,"5932 SE Federal Hwy, Stuart, FL 34997",Justin Kessler,2019-06-06,5,This is my favorite Starbucks in nearby. The coffee is good and the baristas are nice and answer all my questions when I want to try something new. It's nice to be able to sit in the cafe for a while sipping coffee and playing video games.,
97,"5932 SE Federal Hwy, Stuart, FL 34997",Hardeep Singh,2023-06-05,5,"I love this location! The whole staff is attentive, and Gemma is one of the nicest employees I’ve ever had the pleasure of dealing with!",
98,"5932 SE Federal Hwy, Stuart, FL 34997",Frank Ferreri,2019-06-06,5,Yuisa has the world's best memory! The staff at this location really does whatever it takes to get it right and make sure the customer is happy. Kudos.,
99,"5932 SE Federal Hwy, Stuart, FL 34997",Crystal Florida,2019-06-06,4,"Food is always fresh. Service always kind and friendly. though,Coffee never made the same . Sometimes it's correct sometimes it's like they forget to put coffee",
100,"5932 SE Federal Hwy, Stuart, FL 34997",a t,2015-06-07,1,"Don't try to study here. The broken speakers don't allow this location to have the music at a low level. Even with earbuds in and the volume all the way up, all you can hear is their music. I asked the staff once already to turn it down, when they do it causes it to turn off completely because all you hear is static. So the manager turns it back on ten minutes later and Adele is screaming in your ears.",
101,"5932 SE Federal Hwy, Stuart, FL 34997",Jennifer Newberry,2021-06-05,1,This is the second time I have gone through the drive thru at 6:10a.m. It should not take 10-15 minutes to get a coffee. After I wait my coffee has no sugar. Will not be going here again.,
102,"5932 SE Federal Hwy, Stuart, FL 34997",M Ryan III,2019-06-06,2,Really disappointed! Sat in drive thru line for over 10 minutes and pulled away with my iced coffee that had maybe 10 ice cubes in it and they forgot to put the sugar in I asked for. Sucks to be a half mile down the road and be stuck with something you didn't ask for.,
103,"5932 SE Federal Hwy, Stuart, FL 34997",Lauren Gamache,2022-06-05,2,I have never been out of this locations drive thru or cafe in a timely and effective fashion ever not to mention drinks are never made to standard here or the tickets are just not read correctly.,
104,"5932 SE Federal Hwy, Stuart, FL 34997",Patricia Balli,2021-06-05,3,Can't stay inside and drink your drinks and talk with friends. I guess with covid numbers climbing again they don't want you inside. They made us leave after we all got our orders. Service was okay though,
105,"5932 SE Federal Hwy, Stuart, FL 34997",Stephen Trotter,2017-06-06,5,One of the best outdoor areas of the the Starbucks I've been to which like most people is a ton. The place is relatively quiet despite being just off US1. Other than that it's a generic sbux.,
106,"5932 SE Federal Hwy, Stuart, FL 34997",Elizabeth Bagy,2020-06-05,5,"This place is simply amazing. Great service, great food and great coffee. I love the set up, it's so peaceful and full of life.",
107,"5932 SE Federal Hwy, Stuart, FL 34997",Sebrina Belony,2025-03-06,5,Customer service was great,Food:5 | Service:5 | Atmosphere:5
108,"5932 SE Federal Hwy, Stuart, FL 34997",Candi Kross,2018-06-06,5,"Starbucks, what can I say? You are grand!!! The best latte's in town!! Just 1 thing I would like to see is a decaf vanilla Chai Latte that's   NOT a teabag. Why can't you make a decaf vanilla Chai latte that's hot and not a tea bag? A powder like the ones I get when I order a Venter  Hot Vanilla Chai Latte ?   I don't know why it's not available?",
109,"5932 SE Federal Hwy, Stuart, FL 34997",Camille Binford,2020-06-05,3,They seem to make the drinks different every time like my matcha latte was the consistency of a frappe because of the amount of matcha added idk,
110,"5932 SE Federal Hwy, Stuart, FL 34997",Sandra Sivula,2014-06-07,5,Good coffee but employees talk among them self too much. Should interact more with customers.  After all customers are what keep them in a job,
111,"5932 SE Federal Hwy, Stuart, FL 34997",Theo Mcbride,2019-06-06,4,Just your average Starbucks. Tough to screw up such a good thing. Staff is always nice and quick with our orders.,
112,"5932 SE Federal Hwy, Stuart, FL 34997",Lisa Hunnicutt,2020-06-05,4,Staff was super busy. They got the size of my drink wrong but replaced it right away. Super clean store. Plenty of parking. Looks like alot of stuff was available.,
113,"5932 SE Federal Hwy, Stuart, FL 34997",Dustin Gray,2022-06-05,1,"This place just can't keep it together. Lobby is always closed, drive thru is closed whenever a wind blows. They need to stop advertising they are open on Google. False advertisement. Needs new management.",
114,"5932 SE Federal Hwy, Stuart, FL 34997",Domestic Possessions,2023-06-05,5,Easily accessible location and the line typically moves pretty quick. Plenty of room for our companies trucks as well!,
115,"5932 SE Federal Hwy, Stuart, FL 34997",Monica Clark,2015-06-07,5,"This is my favorite Starbucks location. The staff is pleasant, and there usually isn't a huge line, I've never gotten an incorrect order and their frappuccinos are sublime.",
116,"5932 SE Federal Hwy, Stuart, FL 34997",Anthony Mazzone,2023-06-05,5,"After leaving the area for 9 months first place I visited was this Starbucks. Again the same great place, management and people",Food:5 | Service:5 | Atmosphere:5
117,"5932 SE Federal Hwy, Stuart, FL 34997",Alaina Ireland,2021-06-05,4,Very long drive through line. However it moved quickly and my drink was made perfectly. Never had an issue at this location.,
118,"5932 SE Federal Hwy, Stuart, FL 34997",Asher Puth,2022-06-05,5,If you're looking for a caffeine boost the Nitro Cold Brew is the way to go! It's also much sweeter if you get it with the Irish Creme,
119,"5932 SE Federal Hwy, Stuart, FL 34997",Zachary Pepin,2020-06-05,5,Jilly took my order at the drive thru and was so friendly and energetic and so nice to people. She's an example of what customer service really is.,
120,"5932 SE Federal Hwy, Stuart, FL 34997",Courtney j,2021-06-05,5,Not bad at all the only thing is i am trying to know there cup sizes i get something tall but yet then it's way too small,
121,"5932 SE Federal Hwy, Stuart, FL 34997",shana pender,2015-06-07,1,"Just sat in the drive through for 10 minutes. The store opens at 530, it's now almost 6. I drove around and they were just talking inside. Thanks I'll go next store to McDonald's and get a cup of coffee.",
122,"5932 SE Federal Hwy, Stuart, FL 34997",Randi S,2019-06-06,1,Terrible service. If I'm paying 20 dollars for coffee I'd at least hope its stirred properly. The lady working was awfully ignorant and rude. Will NEVER use this Starbucks again.,
123,"5932 SE Federal Hwy, Stuart, FL 34997",Joshua Calhoun,2018-06-06,5,I love coming here. Great staff and very clean. Always good snacks and coffee. It's like my second office.,
124,"5932 SE Federal Hwy, Stuart, FL 34997",Randy “RiseAbove” Olsen,2020-06-05,5,Always a good place to go. This location has very friendly staff. Seating is nice and plenty of handicap parking for the disabled people like myself.,
125,"5932 SE Federal Hwy, Stuart, FL 34997",Corina,2021-06-05,5,"This is my favorite Starbucks in the area- nice location, clean store, friendly employees, and consistently great drinks!",
126,"5932 SE Federal Hwy, Stuart, FL 34997",Kelly DuBois,2020-06-05,5,"Exceptional, friendly service. Our usual coffees were fantastic and the recommended lemon pound cake was absolutely delicious!",
127,"5932 SE Federal Hwy, Stuart, FL 34997",Janice Webster,2017-06-06,5,The people who work there are extremely proficient and always have a pleasant demeanor.  I have been going there for years with no complaints!,
128,"5932 SE Federal Hwy, Stuart, FL 34997",K,2018-06-06,4,"Definitely one of the nicer starbucks around me, nice staff, quick and correct drinks. Rarely have an issue!! :))",
129,"5932 SE Federal Hwy, Stuart, FL 34997",Y Toscano,2020-06-05,5,"Sorry Brittney Dufresne, but these baristas are always on their feet when it comes to customers. Perhaps you should reflect on your patience?",
130,"5932 SE Federal Hwy, Stuart, FL 34997",Gayle C,2022-06-05,5,My favorite coffee stop. Always a great latte. And the people are exceptional. Love them!,
131,"5932 SE Federal Hwy, Stuart, FL 34997",Kayla Hobel,2022-06-05,1,One worker named Beth has a nasty poor attitude. I don’t spend my money here every morning to get treated the way she treats people,
132,"5932 SE Federal Hwy, Stuart, FL 34997",Rocke Greco,2020-06-05,4,The coffee drinks are good but everything is so pricey. Staff is incredibly nice and friendly.,
133,"5932 SE Federal Hwy, Stuart, FL 34997",Julie Bjornson,2022-06-05,5,I'm a gardening freak..and love the look of dark rich soil...Starbucks gets an A+ for gifting coffee grounds to my garden. Thank you.,
134,"5932 SE Federal Hwy, Stuart, FL 34997",Mimi Butler,2019-06-06,5,Our favorite Starbucks in the area.  Especially love CORA.  She is the friendliest.  This location is kept shipshape.,
135,"5932 SE Federal Hwy, Stuart, FL 34997",Marcia Arroyo-Otten,2020-06-05,5,The girl at the drive thru so friendly I think her name was June (but I could be wrong) her possitivity makes going there a great time,
136,"5932 SE Federal Hwy, Stuart, FL 34997",Chad Deckard,2020-06-05,5,I enjoy working gere from time to time. Never really crowded and i like when the hand out free taste tests!,
137,"5932 SE Federal Hwy, Stuart, FL 34997",Gena Bates Grasselli,2022-06-05,5,Lainey and Emily are the sweetest. Always a smile and customer service here is top notch!!,
138,"5932 SE Federal Hwy, Stuart, FL 34997",Cyndi Walker Pingley,2020-06-05,5,"Best Customer Service I had in Florida.Jill and Elliot made my time in Florida much better, they are the best Baristas I ever met!",
139,"5932 SE Federal Hwy, Stuart, FL 34997",sean kendig,2019-06-06,5,Very clean..nice customer service..,
140,"5932 SE Federal Hwy, Stuart, FL 34997",Ocean Grown_,2022-06-05,3,Raw Bacon every time I order a breakfast sandwich & it's not often from. So this last time asked for No Bacon still got it and extra raw once again,
141,"5932 SE Federal Hwy, Stuart, FL 34997",Sare None,2019-06-06,1,"It’s super cool when you order something, but they give you wrong order and then tell you it’s your fault. Merry Christmas.",
142,"5932 SE Federal Hwy, Stuart, FL 34997",Chris Wilkinson,2022-06-05,5,Very friendly and knowledgeable  employees. Great place to come for wonderful coffee.,
143,"5932 SE Federal Hwy, Stuart, FL 34997",Athena,2021-06-05,4,Pretty great drinks and food. The only downside is that almost everything is pretty overpriced. Tastes pretty fresh though.,
144,"5932 SE Federal Hwy, Stuart, FL 34997",Zuleyka Morales,2019-06-06,1,Omg I always go there always but today was the worst service ever my coffee went in the garbage because 1st I ordered a Ice they gave me a hot then I went in and they charged it with a mad face and it was disgusting NASTY NASTY NASTY never again I’ll give the Drive somewhere else with no problem,
145,"5932 SE Federal Hwy, Stuart, FL 34997",Fatima Johnson,2022-06-05,2,"change your hours on your website, u don’t open at 5. at least mcdonald’s has good coffee and will suffice for today’s commute!",
146,"5932 SE Federal Hwy, Stuart, FL 34997",Tawny,2024-06-04,5,Every thing was really clean staff were nice,Food:5 | Service:5 | Atmosphere:5
147,"5932 SE Federal Hwy, Stuart, FL 34997",Victoria A,2017-06-06,4,"Relatively fast service and very friendly staff, but sometimes out of things like bananas for the smoothies or holiday items.",
148,"5932 SE Federal Hwy, Stuart, FL 34997",Tim Bustle,2023-06-05,5,"Everyone knows the products but the service was top notch, such a refreshing change.",Service:5
149,"5932 SE Federal Hwy, Stuart, FL 34997",Sharon Zettle,2022-06-05,5,Very nice barista helped me carry my purchases to my car when I needed to use a walker.,
150,"5932 SE Federal Hwy, Stuart, FL 34997",Alexis Heyna,2023-06-05,5,I love this location! Everyone is so so sweet and it’s super clean.,
151,"5932 SE Federal Hwy, Stuart, FL 34997",MK,2019-06-06,5,Always have great service here and never once had an order messed up!,
152,"5932 SE Federal Hwy, Stuart, FL 34997",Matthew Ray,2018-06-06,5,If you venture inside this small and unassuming shopping plaza you will find happiness and Nirvana in the form of AWESOME baristas and great coffee. Thanks a bunch.,
153,"5932 SE Federal Hwy, Stuart, FL 34997",Jeffrey Pavlich,2012-06-07,5,Nice n clean. Outdoor patio is nice. Patio faces federal highway. Of course the coffee is good.,
154,"5932 SE Federal Hwy, Stuart, FL 34997",Tom Egan,2019-06-06,1,Worst service ever took 20 minutes for a simple coffee inside while 40 cars easily made it through drive thru,
155,"5932 SE Federal Hwy, Stuart, FL 34997",Nikki L Herrero,2024-06-04,5,Love this place. Great happy atmosphere and very friendly.,
156,"5932 SE Federal Hwy, Stuart, FL 34997",Michael Bell,2020-06-05,5,"Friendly staff, clean environment, delicious sandwich. My go-to place for coffee and a bite to eat with the boys",
157,"5932 SE Federal Hwy, Stuart, FL 34997",Mark L. Cassidy IV,2020-06-05,5,Great place if you don't mind spending a house payment on coffee and sandwiches in the morning everyday,
158,"5932 SE Federal Hwy, Stuart, FL 34997",Roxana Callentine,2018-06-06,4,Great coffee but changes the ones i love to much a bit high price,
159,"5932 SE Federal Hwy, Stuart, FL 34997",Krystal Pantoja,2021-06-05,2,They always seem to mess up my coffee order :/ & the drive thru line is half of the time a 10 min wait,
160,"5932 SE Federal Hwy, Stuart, FL 34997",Scott W.,2018-06-06,5,Great coffee real friendly and fast service but you pay for it,
161,"5932 SE Federal Hwy, Stuart, FL 34997",Patty Davis,2018-06-06,5,"The staff are the best, always very kind and friendly. Location excellent and the ambient as well.",
162,"5932 SE Federal Hwy, Stuart, FL 34997",Brenda Panaro,2017-06-06,5,Love the employees here. They make a great cup of coffee.,
163,"5932 SE Federal Hwy, Stuart, FL 34997",Brooke Thompson,2018-06-06,5,This is my favorite Starbucks.  They are always friendly and my coffee is always perfect.,
164,"5932 SE Federal Hwy, Stuart, FL 34997",Micheca St.Hilaire,2017-06-06,5,Very friendly staff and great atmosphere. Always a great experience at this location,
165,"5932 SE Federal Hwy, Stuart, FL 34997",Mario Cobo,2018-06-06,5,"The absolute best place to spend your time,  great drinks and delicious choices!",
166,"5932 SE Federal Hwy, Stuart, FL 34997",Aprildawn,2022-06-05,5,"WOW! Amazing service. Very friendly, and clean atmosphere",
167,"5932 SE Federal Hwy, Stuart, FL 34997",Erick Day,2023-06-05,4,"Great coffee, but prices are too high.",Food:4 | Service:5 | Atmosphere:5
168,"5932 SE Federal Hwy, Stuart, FL 34997",Justin Kase,2020-06-05,4,Service is friendly and speedy. They must be caffeined out... lol,
169,"5932 SE Federal Hwy, Stuart, FL 34997",Cyndi Kirks,2023-06-05,5,Great starbucks....I will never get used to being greater on the sidewalk by friendly lizards.  Yikes,
170,"5932 SE Federal Hwy, Stuart, FL 34997",Esteban Belcher,2017-06-06,4,Love this location.  Drive thru is awesome.  Indoors is comfortable.,
171,"5932 SE Federal Hwy, Stuart, FL 34997",Mario Cobo,2019-06-06,5,Love the coffee here. Go at least 4-5 days a week here,
172,"5932 SE Federal Hwy, Stuart, FL 34997",Michael Votta,2021-06-05,3,Very friendly however product availability seems to be an on going issue,
173,"5932 SE Federal Hwy, Stuart, FL 34997",Andrew Schmelyun,2020-06-05,5,This location has the most comfortable chairs of any Starbucks around.,
174,"5932 SE Federal Hwy, Stuart, FL 34997",Ryan Ruggiero,2024-06-04,5,Great service! Good coffee!,Food:5 | Service:5 | Atmosphere:5
175,"5932 SE Federal Hwy, Stuart, FL 34997",P J L,2019-06-06,5,Never had a problem with this location. Staff are fast and friendly.,
176,"5932 SE Federal Hwy, Stuart, FL 34997",Alanna Taylor,2022-06-05,1,This Starbucks is always closed. They change their hours daily. Worst Starbucks in the world.,
177,"5932 SE Federal Hwy, Stuart, FL 34997",Steven Bucherie,2020-06-05,5,Great PPLE work there and a nice place to sit&enjoy coffee,
178,"5932 SE Federal Hwy, Stuart, FL 34997",Robert Menard,2019-06-06,1,"I would never go there, no coffee is worth what they charge  …",
179,"5932 SE Federal Hwy, Stuart, FL 34997",Jaconica “Gay” Barnes,2020-06-05,5,Tea was very good. The atmosphere was quiet and the service was good.,
180,"5932 SE Federal Hwy, Stuart, FL 34997",Shavon Fox,2019-06-06,5,Always a great pit stop to recharge my cellphone and myself! …,
181,"5932 SE Federal Hwy, Stuart, FL 34997",Sarah Chesnick,2019-06-06,2,Yummy coffee. The staff are a bit yuppy though. Kind of snobbish,
182,"5932 SE Federal Hwy, Stuart, FL 34997",Anton Tran,2017-06-06,5,A very nice place in the morning they're fast and have a nice terrace,
183,"5932 SE Federal Hwy, Stuart, FL 34997",John Lilliston,2020-06-05,5,"Drink was perfect, facility was clean, and the people were friendly!",
184,"5932 SE Federal Hwy, Stuart, FL 34997",Brittney Dufresne,2020-06-05,1,My only concern is the staff should be less apologetic  and more aware of the customer .,
185,"5932 SE Federal Hwy, Stuart, FL 34997",Professor A,2018-06-06,5,Great location to catch a meeting with a client or just sit and relax.,
186,"5932 SE Federal Hwy, Stuart, FL 34997",Doggie Doc,2024-06-04,1,"There're well run Starbucks... and, then, sometimes...",Food:4 | Service:1 | Atmosphere:3
187,"5932 SE Federal Hwy, Stuart, FL 34997",RoRo Rocha,2020-06-05,4,Great service and I love the new Ginger drink,
188,"5932 SE Federal Hwy, Stuart, FL 34997",Heaven Lee Welshonse,2022-06-05,5,Excellent customer service and wonderful baristas,
189,"5932 SE Federal Hwy, Stuart, FL 34997",Emo Z,2019-06-06,4,"Great coffee, & great atmosphere to sit and chat.",
190,"5932 SE Federal Hwy, Stuart, FL 34997",Samantha Sewell,2021-06-05,1,Wouldn't serve us at all. Covid. Other Starbucks are swevong,
191,"5932 SE Federal Hwy, Stuart, FL 34997",Kenneth Goyens,2022-06-05,2,Frapp was not well made.At 5.25 it should be great..,
192,"5932 SE Federal Hwy, Stuart, FL 34997",Kenneth Comiskey,2017-06-06,4,Friendly staff and always a good cup of coffee,
193,"5932 SE Federal Hwy, Stuart, FL 34997",Mary C,2021-06-05,5,Great Baristas and fast friendly service!,
194,"5932 SE Federal Hwy, Stuart, FL 34997",Deah Haley,2019-06-06,5,Clean store and restrooms.  Coffee and ice water delicious as always.,
195,"5932 SE Federal Hwy, Stuart, FL 34997",Bobbie J McLaren,2021-06-05,4,Good coffee but really slooooow!,
196,"5932 SE Federal Hwy, Stuart, FL 34997",Carla Schurman,2019-06-06,4,As usual. Great coffee. Good service.,
197,"5932 SE Federal Hwy, Stuart, FL 34997",Jeremiah Rodriguez,2023-06-05,4,"Super busy, worth the wait.",Food:3 | Service:4 | Atmosphere:4
198,"5932 SE Federal Hwy, Stuart, FL 34997",Nile Roman,2016-06-06,4,Orders are always right when I go. Just very packed.,
199,"5932 SE Federal Hwy, Stuart, FL 34997",Zac Harrell,2020-06-05,5,Friendly staff. Drinks come out promptly.,
200,"5932 SE Federal Hwy, Stuart, FL 34997",Joyce Leonard,2022-06-05,3,Closed inside again. Lovely place when able to be inside.,
201,"5932 SE Federal Hwy, Stuart, FL 34997",Emanuel Vernon,2021-06-05,3,Short handed at this time. Only drive through open.,
202,"5932 SE Federal Hwy, Stuart, FL 34997",Slagre P,2022-06-05,5,Amazingly friendly and attentive staff.,
203,"5932 SE Federal Hwy, Stuart, FL 34997",Jelani Matheny,2017-06-06,5,The employee's are a welcoming group of people,
204,"5932 SE Federal Hwy, Stuart, FL 34997",Griffin Lane,2017-06-06,3,Good over all. Typical starbucks,
205,"5932 SE Federal Hwy, Stuart, FL 34997",Kingsley Junior LP,2019-06-06,5,Great service and very polite love it,
206,"5932 SE Federal Hwy, Stuart, FL 34997",Eric Ofiara,2023-06-05,4,Service was friendly but chaotic.,
207,"5932 SE Federal Hwy, Stuart, FL 34997",Terra Monique Maggio,2018-06-06,4,Always great service at this location!,
208,"5932 SE Federal Hwy, Stuart, FL 34997",JC Consulting,2017-06-06,5,Great spot to relax and do online activities.,
209,"5932 SE Federal Hwy, Stuart, FL 34997",Sue Sawyer,2019-06-06,5,Love vanilla bean coconut hot latte,
210,"5932 SE Federal Hwy, Stuart, FL 34997",Rich McMichael,2017-06-06,5,"Friendly staff, spacious store.",
211,"5932 SE Federal Hwy, Stuart, FL 34997",Alayna Belshe,2017-06-06,5,"Clean, friendly and just perfect tbh",
212,"5932 SE Federal Hwy, Stuart, FL 34997",Nia B,2018-06-06,5,"Amazing atmosphere, superb frappuccinos",
213,"5932 SE Federal Hwy, Stuart, FL 34997",Sarah Pinette,2023-06-05,5,Great staff at this location,
214,"5932 SE Federal Hwy, Stuart, FL 34997",Skyelar Kump,2020-06-05,5,Quick service and friendly staff,
215,"5932 SE Federal Hwy, Stuart, FL 34997",B V (BR33),2021-06-05,5,"Fastest drive through, friendliest people!",
216,"5932 SE Federal Hwy, Stuart, FL 34997",Teddy Phillips,2022-06-05,5,Got a large a** coffee with a shot of express O,
217,"5932 SE Federal Hwy, Stuart, FL 34997",Tony Castle,2016-06-06,3,"Concisely Starbucks, the coffee and food were spot on.",
218,"5932 SE Federal Hwy, Stuart, FL 34997",David Kerslake,2020-06-05,5,Always great coffee!,
219,"5932 SE Federal Hwy, Stuart, FL 34997",Richard Herbst,2018-06-06,5,"Courteous, fast, etc. Good Starbucks",
220,"5932 SE Federal Hwy, Stuart, FL 34997",Eric Bailes,2020-06-05,2,"Line is too long,  Service was very slow",
221,"5932 SE Federal Hwy, Stuart, FL 34997",Godspeed onethousand,2017-06-06,4,Very nice and great atmosphere,
222,"5932 SE Federal Hwy, Stuart, FL 34997",b dell,2019-06-06,5,Best iced coffee in town,
223,"5932 SE Federal Hwy, Stuart, FL 34997",Michael Martin,2018-06-06,5,Love my starbucks!,
224,"5932 SE Federal Hwy, Stuart, FL 34997",Kendal Smith,2020-06-05,5,"Great staff, love this place",
225,"5932 SE Federal Hwy, Stuart, FL 34997",george dell,2018-06-06,5,"Nice coffees, fast service.",
226,"5932 SE Federal Hwy, Stuart, FL 34997",linda harper,2022-06-05,3,"Fast service, wasn't friendly",
227,"5932 SE Federal Hwy, Stuart, FL 34997",Beth Hansen,2022-06-05,4,Chestnut praline iced is fantastic,
228,"5932 SE Federal Hwy, Stuart, FL 34997",Deb Ally (couponally),2018-06-06,5,Starbucks has the greatest coffee,
229,"5932 SE Federal Hwy, Stuart, FL 34997",Marisa Khashayari,2021-06-05,5,Best caramel crunch frappachino,
230,"5932 SE Federal Hwy, Stuart, FL 34997",Benjamin Hsu,2017-06-06,4,Good internet decent coffee,
231,"5932 SE Federal Hwy, Stuart, FL 34997",Hendon Boshell,2019-06-06,5,"Nice place, good service",
232,"5932 SE Federal Hwy, Stuart, FL 34997",Brian Kennedy,2018-06-06,4,Good wifi,
233,"5932 SE Federal Hwy, Stuart, FL 34997",Brian Thieme,2019-06-06,1,5 BUCKS. Can live witrhout out it.,
234,"5932 SE Federal Hwy, Stuart, FL 34997",David Pittman,2022-06-05,5,Consistent and kind always  …,
235,"5932 SE Federal Hwy, Stuart, FL 34997",Victor Vaz de Pinho,2018-06-06,5,Great Customer Service!,
236,"5932 SE Federal Hwy, Stuart, FL 34997",apriil cirilo,2021-06-05,5,Customer service was perfect,
237,"5932 SE Federal Hwy, Stuart, FL 34997",Thomasen Ceaser,2019-06-06,2,I don't go there,
238,"5932 SE Federal Hwy, Stuart, FL 34997",Gary Suffern,2018-06-06,4,Very nice,
239,"5932 SE Federal Hwy, Stuart, FL 34997",Julie Parker,2022-06-05,5,Awesome friendly staff!!!,
240,"5932 SE Federal Hwy, Stuart, FL 34997",John Joyce Jr.,2021-06-05,5,Really don't have to say anything,
241,"5932 SE Federal Hwy, Stuart, FL 34997",Valerie Clark,2018-06-06,5,Best service ever!,
242,"5932 SE Federal Hwy, Stuart, FL 34997",Mariham Tadrus,2020-06-05,5,Excellent customer service,
243,"5932 SE Federal Hwy, Stuart, FL 34997",Ron Dawes,2021-06-05,4,Late not hot enough,
244,"5932 SE Federal Hwy, Stuart, FL 34997",Austin McElwain,2022-06-05,1,Practically never open,
245,"5932 SE Federal Hwy, Stuart, FL 34997",Tamara Crow,2018-06-06,5,Great with friends and coffee,
246,"5932 SE Federal Hwy, Stuart, FL 34997",Adolf Burleson,2019-06-06,5,Great place for dates,
247,"5932 SE Federal Hwy, Stuart, FL 34997",Elizabeth Belton,2019-06-06,1,Racist  not all of them …,
248,"5932 SE Federal Hwy, Stuart, FL 34997",Mary Lamson,2019-06-06,5,The best!,
249,"5932 SE Federal Hwy, Stuart, FL 34997",Deborah Haney,2019-06-06,5,Very friendly place!,
250,"5932 SE Federal Hwy, Stuart, FL 34997",Tctcbulldog1@gmail.com 04subaru,2020-06-05,5,Awesome.,
251,"5932 SE Federal Hwy, Stuart, FL 34997",wendy moniz,2018-06-06,5,Great all around,
252,"5932 SE Federal Hwy, Stuart, FL 34997",Samantha Damron,2017-06-06,5,Best Starbucks EVER!!!,
253,"5932 SE Federal Hwy, Stuart, FL 34997",Doug Regnault,2018-06-06,5,Great coffee shop!,
254,"5932 SE Federal Hwy, Stuart, FL 34997",Morgan Brown,2019-06-06,5,Prompt service with a smile,
255,"5932 SE Federal Hwy, Stuart, FL 34997",Elba Bates,2019-06-06,5,Love my coffee,
256,"5932 SE Federal Hwy, Stuart, FL 34997",Alfie Wen,2020-06-05,5,Great place for coffee,
257,"5932 SE Federal Hwy, Stuart, FL 34997",Jamie Summers,2019-06-06,5,A Ok,
258,"5932 SE Federal Hwy, Stuart, FL 34997",Roberta Thees,2020-06-05,5,Cafe Latte. Lemon triangles .,
259,"5932 SE Federal Hwy, Stuart, FL 34997",Benito Resendiz JR,2024-06-04,5,It was good for what it was,Food:5 | Service:5 | Atmosphere:5
260,"5932 SE Federal Hwy, Stuart, FL 34997",Yolanda Greaves,2023-06-05,5,Love the refreshers,Food:5 | Service:5 | Atmosphere:5
261,"5932 SE Federal Hwy, Stuart, FL 34997",Lucie McGuire,2017-06-06,5,Love the staff!,
262,"5932 SE Federal Hwy, Stuart, FL 34997",terrel brackins,2024-06-04,5,Love love it!,Food:5 | Service:5 | Atmosphere:5
263,"5932 SE Federal Hwy, Stuart, FL 34997",Joanne Towner,2021-06-05,5,Always delicious!,
264,"5932 SE Federal Hwy, Stuart, FL 34997",Ufa Makai,2018-06-06,3,Over sugared-overpriced,
265,"5932 SE Federal Hwy, Stuart, FL 34997",Ana González,2021-06-05,5,DELISH,
266,"5932 SE Federal Hwy, Stuart, FL 34997",Carl Holtz,2019-06-06,4,Fast and friendly,
267,"5932 SE Federal Hwy, Stuart, FL 34997",Luisa Alvarez,2019-06-06,5,Excellent group.,
268,"5932 SE Federal Hwy, Stuart, FL 34997",RJ M,2019-06-06,4,Very friendly.,
269,"5932 SE Federal Hwy, Stuart, FL 34997",diana wats,2019-06-06,5,get some coffee :),
270,"5932 SE Federal Hwy, Stuart, FL 34997",Xasey Godspeed,2021-06-05,3,Not my type,
271,"5932 SE Federal Hwy, Stuart, FL 34997",Jon Kisiel,2021-06-05,5,Friendly service,
272,"5932 SE Federal Hwy, Stuart, FL 34997",Albert Bordine,2017-06-06,5,Great service,
273,"5932 SE Federal Hwy, Stuart, FL 34997",Nina Comiskey,2018-06-06,5,Great staff,
274,"5932 SE Federal Hwy, Stuart, FL 34997",tommy smart,2019-06-06,3,Always slow.,
275,"5932 SE Federal Hwy, Stuart, FL 34997",john m,2020-06-05,5,Excellent,
276,"5932 SE Federal Hwy, Stuart, FL 34997",Fern Garrison,2020-06-05,5,Nice,
277,"5932 SE Federal Hwy, Stuart, FL 34997",Yarla Rodriguez,2019-06-06,5,Good services,
